Word,Count
keys,16
style,16
\$form->labelEx($model,'password');\,16
$index,16
chart,16
\$form->error($model,'username');\,16
\$form->error($model,'email');\,16
delivery,16
actual,16
CClientScript,16
labels,16
Swift_RfcComplianceException,15
Widget,15
vertical,15
LoginForm,15
CActiveRecord,15
their,15
related,15
provide,15
Address,15
copy,15
contents,15
\$form->error($model,'status');\,15
append,15
save,15
Event,15
datepicker,15
back,15
\$form->labelEx($model,'student_id');\,15
$url,15
columns,15
Swift_Mime_Header,15
messages,15
returned,15
\$form->error($model,'student_id');\,15
found,15
$type,15
tooltip,15
selector,15
Editor,15
0,15
\$form->labelEx($model,'status');\,15
format,15
JSON,14
@link,14
'address');,14
them,14
'doy');,14
replacements,14
'afm');,14
Darken,14
'Swift/InputByteStream.php';,14
$className,14
Stefan,14
do,14
search,14
those,14
scripts,14
mail(),14
ESMTP,14
\'status',\,14
applied,14
Valid,14
provider,14
it's,14
version,14
CKEditor,14
$params,14
states,14
Petre,14
Any,14
reset,14
'identity_number');,14
title,14
Clear,14
close,14
then,14
$command,14
defaults,14
automatically,14
2822,14
show,14
searched,14
CharacterStream,14
static,14
stand,14
Plugins,14
contains,14
drop,13
\$form->labelEx($model,'last_name');\,13
-->,13
\$form->error($model,'last_name');\,13
accepted,13
\$form->error($model,'first_name');\,13
performed,13
navigation,13
Swift_Mime_ContentEncoder,13
extra,13
Controller,13
pairs,13
\$form->labelEx($model,'first_name');\,13
extended,13
\$form->error($model,'activated');\,13
tab,13
Example:,13
\$form->labelEx($model,'telephone');\,13
int[],13
reading,13
\$form->error($model,'telephone');\,13
events,13
match,13
\$form->labelEx($model,'activated');\,13
below,13
TODO:,13
\$form->error($model,'academicid');\,13
$cs,13
select2,13
attach,13
mechanism,13
navbar,13
span,13
byte,13
pass,13
test,13
added,13
Vitaliy,13
\$form->labelEx($model,'academicid');\,13
TbJsonGridView,13
'birth_day');,12
\'status_submit_professor',\,12
'year_in');,12
widgets,12
v3.0.0,12
encoded,12
'aem');,12
were,12
'gender');,12
\'status_submit_company',\,12
depending,12
find,12
last,12
stack,12
Protected,12
what,12
TbOperation,12
state,12
Exception,12
authenticate,12
subject,12
-----------------------------------------------------------------------,12
extension,12
array('label',12
otherwise,12
'amka');,12
'father_name');,12
constructor,12
Swift_IoException,12
create,12
run,12
base,12
\'published',\,12
3's,12
Button,12
thrown,12
Blueprint,12
Headers,12
'ama_ika');,12
'Swift/Events/EventListener.php';,12
σας,12
position,12
parent,12
Swift_Events_SendEvent,12
like,12
conditions,12
followings,12
length,12
apply,12
\'status_submit_student',\,12
'department');,12
$path,12
$body,12
search/filter,12
customize,12
'date_end');,12
'mother_name');,12
tags,12
@version,12
'IBAN');,12
checkbox,12
<amr.bedair@gmail.com>,12
requests,12
IE6,12
Provides,11
Potapov,11
CHtml::encode($data->getAttributeLabel('published'));,11
original,11
maximum,11
CHtml::encode($data->getAttributeLabel('status_submit_company'));,11
'Swift/Mime/Message.php';,11
associative,11
mail,11
'Swift/DependencyContainer.php';,11
block,11
next,11
\'student_id',\,11
delete,11
config,11
CHtml::encode($data->status);,11
$company,11
CHtml::encode($data->getAttributeLabel('status_submit_professor'));,11
'Swift/OutputByteStream.php';,11
CHtml::encode($data->description);,11
Swift_Events_TransportChangeEvent,11
CHtml::encode($data->status_submit_professor);,11
allows,11
.registerClientScript(),11
area,11
NOT,11
assets,11
CHtml::encode($data->status_submit_company);,11
Encode,11
provided,11
down,11
Handles,11
receive,11
CHtml::encode($data->getAttributeLabel('status_submit_student'));,11
CHtml::encode($data->getAttributeLabel('description'));,11
CHtml::encode($data->published);,11
PHP,11
$key,11
CHtml::encode($data->title);,11
$username,11
visible,11
choose,11
$password,11
cannot,11
(zero-based),11
CHtml::encode($data->status_submit_student);,11
timestamp,11
empty,11
include,11
previously,11
CHtml::encode($data->getAttributeLabel('title'));,11
interface,11
codes,11
Specify,11
CHtml::encode($data->getAttributeLabel('status'));,11
\false,\,11
complete,11
now,11
collection,11
rule,11
Swift_OutputByteStream,11
necessary,10
DefaultController,10
CHtml::encode($data->co_text2);,10
CHtml::encode($data->co_text1);,10
CHtml::encode($data->getAttributeLabel('co_absence2'));,10
variables,10
CHtml::encode($data->getAttributeLabel('st_final_notes'));,10
\'co_final_text',\,10
CHtml::encode($data->prof_final_text);,10
contain,10
tokens,10
CHtml::encode($data->getAttributeLabel('co_absence3'));,10
CHtml::encode($data->getAttributeLabel('st_notes3'));,10
$error,10
\'co_text1',\,10
CHtml::encode($data->co_absence1);,10
invalid,10
failures,10
\License,\,10
arguments,10
CHtml::encode($data->st_notes1);,10
$content,10
CHtml::encode($data->st_notes2);,10
takes,10
move,10
handler,10
CHtml::encode($data->getAttributeLabel('co_text2'));,10
html,10
CHtml::encode($data->getAttributeLabel('st_absence2'));,10
\$criteria->compare('ergo_id',\,10
array|string,10
CHtml::encode($data->st_text3);,10
\'co_absence2',\,10
\'st_final_text',\,10
children,10
CHtml::encode($data->st_final_notes);,10
$timestamp,10
CHtml::encode($data->getAttributeLabel('st_notes2'));,10
CHtml::encode($data->st_absence3);,10
mixed|void,10
WITHOUT,10
ensure,10
transport,10
define,10
CHtml::encode($data->st_absence1);,10
Multi,10
IDs,10
Unless,10
ErgoController,10
Inc,10
specifies,10
CHtml::encode($data->st_text1);,10
CHtml::encode($data->st_absence2);,10
CHtml::encode($data->getAttributeLabel('co_text3'));,10
CHtml::encode($data->getAttributeLabel('st_final_text'));,10
CHtml::encode($data->getAttributeLabel('st_text1'));,10
$this->redirect(Yii::app()->user->returnUrl);,10
\'co_notes1',\,10
CHtml::encode($data->co_notes3);,10
icons,10
$model->id);,10
CHtml::encode($data->getAttributeLabel('co_notes2'));,10
CHtml::encode($data->getAttributeLabel('st_notes1'));,10
\'co_text3',\,10
CHtml::encode($data->getAttributeLabel('prof_final_text'));,10
\'st_final_notes',\,10
CHtml::encode($data->year);,10
\'year',\,10
\'st_notes1',\,10
\'st_text2',\,10
who,10
CHtml::encode($data->co_final_notes);,10
'file_grades');,10
Student::model()->findByAttributes(array('user_id'=>$uid));,10
relative,10
params,10
\'st_text1',\,10
popover,10
Content-ID,10
\'co_notes3',\,10
CHtml::encode($data->co_text3);,10
CHtml::encode($data->co_final_text);,10
carousel,10
CHtml::encode($data->getAttributeLabel('co_text1'));,10
configured,10
process,10
shown,10
module-level,10
\'st_notes2',\,10
\'description',\,10
Ergo,10
less,10
CHtml::encode($data->co_notes2);,10
Encoding,10
retreived,10
applicable,10
\'st_notes3',\,10
\Twitter,\,10
strings,10
Company::model()->findByAttributes(array('company_id'=>$cid));,10
Groups,10
\'co_absence1',\,10
CHtml::encode($data->getAttributeLabel('co_notes1'));,10
\'prof_final_text',\,10
\'co_absence3',\,10
Antonio,10
\'st_text3',\,10
layer,10
\'co_text2',\,10
loading,10
implied,10
booster.widgets.grids.columns,10
import,10
logic,10
way,10
booster.widgets.grouping,10
CHtml::encode($data->getAttributeLabel('st_text3'));,10
$itemName,10
OR,10
\'st_absence2',\,10
\'st_absence1',\,10
CHtml::encode($data->getAttributeLabel('co_absence1'));,10
CHtml::encode($data->getAttributeLabel('co_final_text'));,10
CHtml::encode($data->getAttributeLabel('st_absence1'));,10
within,10
\'co_final_notes',\,10
and/or,10
CHtml::encode($data->st_notes3);,10
\'title',\,10
From,10
CHtml::encode($data->getAttributeLabel('co_final_notes'));,10
CHtml::encode($data->getAttributeLabel('st_text2'));,10
CHtml::encode($data->getAttributeLabel('year'));,10
'file_cv');,10
CHtml::encode($data->getAttributeLabel('co_notes3'));,10
CHtml::encode($data->getAttributeLabel('st_absence3'));,10
$firstLineOffset,10
CHtml::encode($data->co_absence2);,10
attachment,10
'file_ika');,10
CHtml::encode($data->st_final_text);,10
\'co_notes2',\,10
tabs,10
CHtml::encode($data->st_text2);,10
ANY,10
$s,10
dependency,10
CHtml::encode($data->co_absence3);,10
seconds,10
Yii,10
present,10
\'url'=>array('create')),\,10
currently,10
Date,10
CHtml::encode($data->co_notes1);,10
1.9.0,10
Ramirez,10
\'st_absence3',\,10
add-on,9
containing,9
(the,9
Messages,9
$mode,9
help,9
\$form->labelEx($model,'grade');\,9
Initialize,9
optionally,9
nesting,9
char,9
Datepicker,9
Swift_DependencyContainer,9
many,9
TODO,9
toString(),9
also,9
'Swift/Mime/ContentEncoder.php';,9
$registry,9
throw,9
TbActionForm->inputRow,9
$cache,9
Fix,9
range,9
Can,9
Check,9
\name,\,9
selection,9
handles,9
individual,9
Use,9
compliant,9
appear,9
defined,9
yet,9
\$form->error($model,'grade');\,9
checkboxes,9
writing,9
$transports,9
template:,9
$this:,9
\$form->error($model,'company_id');\,9
array('label'=>'Create,9
since,9
These,9
images,9
\$form->error($model,'title');\,9
Component,9
\RequestInternship',\,9
Basic,9
except,9
UNIX,9
limitations,9
username,9
0.9.8,9
X-editable,9
\$form->labelEx($model,'title');\,9
\set,\,9
\$form->labelEx($model,'company_id');\,9
BootCrudCode,9
host,9
failed,9
because,9
$os,9
Retrieves,9
TbEditableField,9
fix,9
TbHtml::textInputField,9
var_dump($model->attributes);,9
\'url'=>array('admin')),\,9
authentication,9
$buffer,9
remaining,9
2.1.0,9
works,9
chars,9
'Swift/KeyCache.php';,9
string|array,9
directory,9
(if,9
$header,8
permissions,8
law,8
wrapping,8
$parameter,8
disable,8
2013,8
Framework,8
upload,8
fit,8
content-div,8
software,8
badge,8
bound,8
agreed,8
\$form->labelEx($model,'status_submit_professor');\,8
Mattia,8
abbreviation,8
syntax,8
buffered,8
e.g,8
CHtml::encode($data->getAttributeLabel('title4'));,8
\IS"\\,8
Swift_Mime_HeaderSet,8
uneditable,8
CHtml::encode($data->getAttributeLabel('code2'));,8
\$form->labelEx($model,'prof_final_text');\,8
2.0,8
http://www.bootstrap-switch.org,8
exact,8
target,8
submit,8
\"\License"\);\,8
\$form->error($model,'co_notes2');\,8
\$form->labelEx($model,'year');\,8
Awesome,8
registered,8
panel,8
changes,8
Bedair,8
calls,8
Swift_Events_ResponseEvent,8
would,8
\MODE_WRITE,\,8
existing,8
\$form->error($model,'co_text3');\,8
CHtml::encode($data->getAttributeLabel('code5'));,8
Test,8
info,8
v3.1.1,8
CONDITIONS,8
\'code3',\,8
simple,8
represents,8
\$form->error($model,'co_notes1');\,8
\$attribute,\,8
$headers,8
Message-ID,8
Read,8
itself,8
2011-2014,8
\$form->error($model,'brand');\,8
\$form->error($model,'status_submit_student');\,8
CHtml::encode($data->getAttributeLabel('title5'));,8
\$form->error($model,'co_absence3');\,8
\$form->error($model,'co_final_notes');\,8
CHtml::encode($data->getAttributeLabel('code4'));,8
MODE_APPEND,8
\$form->error($model,'co_text1');\,8
controls,8
\$form->labelEx($model,'published');\,8
CHtml::encode($data->title3);,8
heading,8
\$form->labelEx($model,'co_final_notes');\,8
modal,8
Amr,8
\'title2',\,8
$port,8
solid,8
\$form->labelEx($model,'co_absence1');\,8
structure,8
\$form->labelEx($model,'department');\,8
\'code1',\,8
&,8
\$form->labelEx($model,'status_submit_student');\,8
value-label,8
compliance,8
YiiBooster,8
\$form->error($model,'co_text2');\,8
offset,8
\'code5',\,8
\$form->error($model,'prof_final_text');\,8
));,8
usage,8
\$form->error($model,'professor_id');\,8
$replace,8
\$form->labelEx($model,'co_text2');\,8
CHtml::encode($data->getAttributeLabel('code3'));,8
token,8
note,8
resource,8
(i.e,8
scheme,8
\$form->labelEx($model,'co_final_text');\,8
WARRANTIES,8
descendants,8
\'code4',\,8
override,8
\$form->labelEx($model,'co_text1');\,8
CHtml::encode($data->getAttributeLabel('title2'));,8
\'title5',\,8
array('label'=>'Manage,8
Opera,8
system,8
Make,8
\2012-10-11,\,8
\$form->error($model,'co_final_text');\,8
\$form->labelEx($model,'brand');\,8
\$form->labelEx($model,'st_absence1');\,8
CHtml::encode($data->code5);,8
standard,8
100%,8
\$form->labelEx($model,'co_text3');\,8
\'title3',\,8
CHtml::encode($data->code3);,8
\"\AS\,8
);,8
2012-2013,8
(http://getbootstrap.com),8
\$form->error($model,'st_absence1');\,8
CHtml::encode($data->title2);,8
\$form->error($model,'published');\,8
occurs,8
later,8
\$form->error($model,'department');\,8
Andrew,8
\'code2',\,8
CHtml::encode($data->code4);,8
company,8
\$form->error($model,'co_absence1');\,8
Used,8
textarea,8
var_dump(CHtml::errorSummary($company));,8
\$form->labelEx($model,'co_absence3');\,8
CHtml::encode($data->code2);,8
$agent,8
bootstrap-switch,8
\$form->labelEx($model,'co_notes2');\,8
'Swift/TransportException.php';,8
Templates,8
Swift_Transport_SmtpAgent,8
directly,8
format:,8
express,8
mapType,8
\writing,\,8
sets,8
lines,8
$search,8
mailboxes,8
trigger,8
CHtml::encode($data->title4);,8
\$form->error($model,'year');\,8
\$form->labelEx($model,'co_notes1');\,8
\$form->labelEx($model,'professor_id');\,8
\array,\,8
Rowls,8
Layout,8
\KIND,\,8
var_dump(CHtml::errorSummary($c));,8
\$form->error($model,'co_absence2');\,8
Larentis,8
Recipient/sender,8
\$form->labelEx($model,'status_submit_company');\,8
Improvements,8
CHtml::encode($data->title5);,8
\$form->error($model,'status_submit_company');\,8
\$form->labelEx($model,'co_notes3');\,8
POP3,8
\$form->error($model,'co_notes3');\,8
\'title4',\,8
obtain,8
route,8
hint,8
removed,8
Hrumpa,8
groups,8
\BASIS,\,8
CHtml::encode($data->getAttributeLabel('title3'));,8
(https://github.com/twbs/bootstrap/blob/master/LICENSE),8
\$form->labelEx($model,'co_absence2');\,8
another,8
\$form->error($model,'status_submit_professor');\,8
governing,8
OF,8
writes,7
Widget's,7
unique,7
$subject,7
CHtml::encode($data->getAttributeLabel('academicid'));,7
'Swift/Events/SendEvent.php';,7
\$form->error($model,'type');\,7
$tag,7
successful,7
Writes,7
doesn't,7
Empty,7
basic,7
string|Swift_OutputByteStream,7
$filename,7
\$form->error($model,'st_text1');\,7
over,7
\optional,\,7
\TYPE_DATE,\,7
indicator,7
76,7
</code>,7
<code>,7
\$form->labelEx($model,'st_text2');\,7
domain,7
font,7
search(),7
\$form->error($model,'st_final_text');\,7
index,7
\$form->error($model,'st_notes1');\,7
$in,7
\$form->labelEx($model,'type');\,7
\file,\,7
select,7
\'email',\,7
masked,7
`null`,7
\$form->labelEx($model,'st_notes1');\,7
makes,7
multipart,7
theme,7
appears,7
CHtml::encode($data->email);,7
exist,7
'id',7
την,7
\$form->error($model,'st_text2');\,7
document,7
space,7
colors,7
TYPE_MAILBOX,7
$column,7
CHtml::encode($data->getAttributeLabel('type'));,7
CHtml::encode($data->getAttributeLabel('email'));,7
CHtml::encode($data->getAttributeLabel('aem'));,7
In,7
\$form->labelEx($model,'st_text1');\,7
$action,7
two,7
CHtml::encode($data->type);,7
\$form->error($model,'st_notes2');\,7
\$form->labelEx($model,'st_final_text');\,7
'Swift/Encoder.php';,7
CHtml::encode($data->telephone);,7
status,7
\'act_code',\,7
\$form->labelEx($model,'st_notes3');\,7
popup,7
General,7
\TYPE_TEXT,\,7
alignment,7
\$form->error($model,'st_final_notes');\,7
stacked,7
}',7
\$form->labelEx($model,'st_absence3');\,7
Swift_Mime_Message},7
Swift_Mime_HeaderEncoder,7
sender,7
Swift_Events_EventListener,7
package,7
\$form->labelEx($model,'st_notes2');\,7
TYPE_PATH,7
\'telephone',\,7
padding,7
alternative,7
\$form->labelEx($model,'st_text3');\,7
Sends,7
\$form->error($model,'st_absence3');\,7
&$failedRecipients,7
effect,7
included,7
\TYPE_PARAMETERIZED,\,7
\'academicid',\,7
keep,7
CDN,7
further,7
try,7
replaced,7
\$form->error($model,'st_notes3');\,7
started,7
\'type',\,7
overrides,7
CHtml::encode($data->aem);,7
$factory,7
media,7
API,7
both,7
off,7
global,7
\$form->error($model,'st_absence2');\,7
Tools,7
todo:,7
$host,7
scroll,7
Try,7
provides,7
4,7
Attachment,7
\$form->error($model,'act_code');\,7
\$form->labelEx($model,'st_final_notes');\,7
\given,\,7
CHtml::encode($data->getAttributeLabel('telephone'));,7
\$form->labelEx($model,'internship_position_id');\,7
well,7
autotext,7
Swift_StreamFilter,7
Swift_KeyCache,7
due,7
Each,7
\$form->labelEx($model,'st_absence2');\,7
\TYPE_ID,\,7
\$form->error($model,'internship_position_id');\,7
keeping,7
\'aem',\,7
saved,7
'false',7
<div,7
abstract,7
TbHtml::activeTextInputField,7
thumbnail,7
\$form->labelEx($model,'act_code');\,7
map,7
\$form->labelEx($model,'aem');\,7
nested,7
QP,7
scenario,7
\$form->error($model,'aem');\,7
appearance,7
\$form->error($model,'st_text3');\,7
CHtml::encode($data->academicid);,7
public,7
against,7
CListView,6
such,6
alerts,6
(name=>label),6
$sequence,6
\'father_name',\,6
CHtml::encode($data->getAttributeLabel('identity_number'));,6
$width,6
\$form->labelEx($model,'title4');\,6
editables,6
live,6
properties,6
\$form->labelEx($model,'code3');\,6
open',6
margin,6
CHtml::encode($data->afm);,6
get),6
'label',6
professor,6
param,6
divider,6
prepend,6
large,6
CHtml::encode($data->birth_day);,6
Load,6
Transports,6
take,6
\'IBAN',\,6
missing,6
record,6
hover,6
emails,6
TransportException,6
total,6
count,6
\'address',\,6
credits,6
CHtml::encode($data->amka);,6
0.9.10,6
print,6
Pass,6
entire,6
several,6
going,6
typeahead,6
$method,6
\'identity_number',\,6
background-position,6
\$form->error($model,'code1');\,6
CHtml::encode($data->getAttributeLabel('year_in'));,6
higher,6
AUTHORS,6
Typical,6
CHtml::encode($data->getAttributeLabel('address'));,6
percent,6
paths,6
beginning,6
MimePart,6
Swift_CharacterReaderFactory,6
jquery,6
CHtml::encode($data->address);,6
\'amka',\,6
adjust,6
einai,6
2px,6
padding:0px;,6
relations,6
connecting,6
Display,6
callback,6
made,6
Interaction,6
instructions,6
compressed,6
CHtml::encode($data->gender);,6
Responsive,6
CHtml::encode($data->getAttributeLabel('afm'));,6
\post,\,6
padding:,6
Do,6
'SiteController',6
\$form->error($model,'title5');\,6
',6
'class',6
alias,6
$replacements,6
CHtml::encode($data->getAttributeLabel('gender'));,6
CHtml::encode($data->identity_number);,6
Determine,6
.select2-container,6
Start,6
\'doy',\,6
representation,6
CHtml::encode($data->getAttributeLabel('amka'));,6
\$form->labelEx($model,'title3');\,6
encoder,6
Flush,6
\'birth_day',\,6
arrow,6
'js:,6
'src',6
\$form->error($model,'title3');\,6
sources,6
\$form->error($model,'title4');\,6
multiselect,6
uses,6
Reset,6
uncomment,6
collapse,6
README,6
similar,6
emulation,6
var_dump(CHtml::errorSummary($student));,6
$src,6
initialized,6
<noginsk@rambler.ru>,6
don't,6
-1,6
1.0.0,6
===,6
GNU,6
usecase:,6
\$form->error($model,'code5');\,6
CHtml::encode($data->getAttributeLabel('doy'));,6
Write,6
CActiveForm::error},6
layouts/column2';,6
$class,6
by-reference,6
appended,6
Swift_CharacterStream,6
2007-Present,6
Attach,6
$fieldData,6
'Swift/Events/EventObject.php';,6
\$form->error($model,'code3');\,6
zero,6
border,6
$byteOffset,6
\$form->error($model,'title1');\,6
Move,6
\entity,\,6
margin:0px;,6
\$form->labelEx($model,'code2');\,6
$seconds,6
call_user_func_array(),6
http://blueprintcss.org,6
relational,6
relation,6
\2012,\,6
.dropdown-toggle{,6
CHtml::encode($data->ama_ika);,6
most,6
\$form->error($model,'code4');\,6
Input,6
Don't,6
program,6
configurations,6
'url',6
'Swift/Transport/SmtpAgent.php';,6
\origins,\,6
during,6
$response,6
received,6
\$form->labelEx($model,'title5');\,6
TbButton,6
dld,6
sequence,6
choices,6
top,6
CHtml::encode($data->mother_name);,6
Run,6
remote,6
\$form->labelEx($model,'code1');\,6
second,6
counter,6
bug,6
$grid,6
v.3.3.2,6
\$form->error($model,'code2');\,6
CHtml::encode($data->IBAN);,6
CHtml::encode($data->getAttributeLabel('mother_name'));,6
+,6
own,6
\'year_in',\,6
hold,6
entity's,6
\$form->labelEx($model,'code4');\,6
IoBuffer,6
Perform,6
student,6
CHtml::encode($data->year_in);,6
